MD-MVM Id,Nationellt övervakningsstations-ID,Övervakningsstation,Stationskoordinat N/X,Stationskoordinat E/Y,Län,Kommun,MS_CD C3,ProvId,Provdatum,Provtagningsår,Provtagningsmånad,Provtagningsdag,SeasonType,Season,Season priority,Season cleaning,Max provdjup (m),TOC (mg/l C),DOC (mg/l C),Tot-N_ps (µg/l N),Tot-N_TNb (µg/l N),Abs_F 254 (/5cm),Abs_F 365 (/5cm),Abs_F 420 (/5cm),Abs_F 436 (/m),Abs_OF 420 (/5cm),Turb_FNU (FNU),Kfyll (µg/l),pH,Kond_25 (mS/m),Alk/Acid (mekv/l),Ca (mekv/l),Mg (mekv/l),Na (mekv/l),K (mekv/l),SO4 (mekv/l),Cl (mekv/l),F (mekv/l),NH4-N (µg/l N),NO2+NO3-N (µg/l N),PO4-P (µg/l P),Tot-P (µg/l P),Si (mg/l),Fe (µg/l),Al (µg/l),Al_s (µg/l),Syrgashalt (mg/l O2),Siktdjup (m),Siktdjup med kikare (m),Siktdjup utan kikare (m),Vattentemperatur (°C)
121,256727,Fjärasjö,6385218,514896,Jönköpings län,Eksjö,WA41982859,748805,2018-08-14,2018,8,14,1,3,1,0,0.5,10.5,,,445,1.358,0.201,0.07,1.1,,1.4,4.2,7,6.37,0.164,0.25,0.13,0.2,0.013,0.1374141162,0.19,0.011,8,1.5,0.5,7.1,1.5,85,40,,8.2,,,3.5,19.5
121,256727,Fjärasjö,6385218,514896,Jönköpings län,Eksjö,WA41982859,757048,2018-10-16,2018,10,16,1,4,1,0,0.5,9.9,,,444,1.256,0.194,0.068,1,,1.3,3.2,6.95,6.3,0.171,0.25,0.13,0.19,0.014,0.13116802,0.19,0.012,16,14,0.5,6.3,1.5,190,34,,10.3,,,2.7,10.1
121,256727,Fjärasjö,6385218,514896,Jönköpings län,Eksjö,WA41982859,770206,2019-02-14,2019,2,14,1,1,1,0,0.5,9.4,,,494,1.217,0.182,0.062,0.92,,0.55,0.6,6.73,6.55,0.175,0.25,0.13,0.2,0.014,0.1436602124,0.2,0.01,47,47,0.5,8.1,1.6,97,31,,12,,,,2.3
121,256727,Fjärasjö,6385218,514896,Jönköpings län,Eksjö,WA41982859,777199,2019-04-04,2019,4,4,1,2,1,0,0.5,9.7,,,466,1.389,0.232,0.081,1.2,,0.84,3.2,6.71,6.19,0.144,0.24,0.12,0.19,0.013,0.1457422444,0.19,0.0095,25,72,0.5,6.6,2,140,90,,11.3,,,4,6.2
121,256727,Fjärasjö,6385218,514896,Jönköpings län,Eksjö,WA41982859,789467,2019-08-14,2019,8,14,1,3,1,0,0.5,9.4,,,390,1.068,0.141,0.048,0.74,,1.8,3.7,6.91,6.59,0.177,0.25,0.13,0.2,0.014,0.1478242765,0.19,0.011,9,0.5,0.5,8.8,0.65,110,30,,8,,,3,18.5
121,256727,Fjärasjö,6385218,514896,Jönköpings län,Eksjö,WA41982859,817221,2019-10-10,2019,10,10,1,4,1,0,0.5,8.7,,,405,1.021,0.135,0.045,0.68,,1.5,4.1,6.97,6.6,0.186,0.26,0.14,0.2,0.015,0.1457422444,0.19,0.011,14,0.5,0.5,8.4,0.85,200,20,,9.6,,,4,9.2
121,256727,Fjärasjö,6385218,514896,Jönköpings län,Eksjö,WA41982859,830103,2020-02-25,2020,2,25,1,1,1,0,0.5,9.4,,,445,1.237,0.21,0.077,1.2,,0.55,1.3,6.94,6.41,0.153,0.26,0.13,0.2,0.013,0.1540703727,0.19,0.012,20,69,0.5,5.7,1.3,120,76,,12.3,,,3.6,12.3
121,256727,Fjärasjö,6385218,514896,Jönköpings län,Eksjö,WA41982859,859354,2020-04-14,2020,4,14,1,2,1,0,0.5,10.4,,,447,1.412,0.243,0.089,1.4,,0.79,2.6,6.84,6.39,0.14,0.24,0.12,0.2,0.013,0.1561524047,0.19,0.011,7,67,0.5,9.7,1.4,120,100,,11.5,,,,6.5
121,256727,Fjärasjö,6385218,514896,Jönköpings län,Eksjö,WA41982859,891977,2020-08-12,2020,8,12,1,3,1,0,0.5,9.6,,,374,1.077,0.147,0.05,0.76,,0.78,2.3,7.18,6.67,0.172,0.26,0.14,0.21,0.014,0.1540703727,0.2,0.013,7,0.5,0.5,7.6,0.64,52,24,,8.7,,,3.4,21.9
121,256727,Fjärasjö,6385218,514896,Jönköpings län,Eksjö,WA41982859,900611,2020-10-22,2020,10,22,1,4,1,0,0.5,8.1,,,374,0.99,0.137,0.049,0.74,,0.93,,6.86,6.73,0.18,0.26,0.14,0.21,0.014,0.1519883406,0.2,0.013,22,11,0.5,6.3,0.67,170,17,,9.8,,,2.8,9.5
121,256727,Fjärasjö,6385218,514896,Jönköpings län,Eksjö,WA41982859,939101,2021-02-24,2021,2,24,1,1,1,0,0.5,9.4,9.1,,444,1.107,0.173,0.062,0.94,,0.32,1.4,6.68,6.8,0.168,0.26,0.14,0.2,0.014,0.1603164689,0.21,0.012,37,58,0.5,5,0.93,80,44,,12.2,,,,3.3
121,256727,Fjärasjö,6385218,514896,Jönköpings län,Eksjö,WA41982859,969059,2021-04-26,2021,4,26,1,2,1,0,0.5,9.6,9.4,,440,1.287,0.213,0.078,1.2,,0.73,3.4,6.92,6.57,0.152,0.25,0.13,0.2,0.013,0.1582344368,0.2,0.012,4,64,0.5,6,1.3,110,87,,11.4,,,3.5,7.7
121,256727,Fjärasjö,6385218,514896,Jönköpings län,Eksjö,WA41982859,1019321,2021-08-19,2021,8,19,1,3,1,0,0.5,8.7,8.9,,373,0.996,0.134,0.047,0.7,,0.8,2.8,6.96,6.71,0.174,0.27,0.14,0.21,0.014,0.1519883406,0.2,0.012,7,0.5,0.5,6.4,0.68,54,24,,8.6,,,4,18.2
121,256727,Fjärasjö,6385218,514896,Jönköpings län,Eksjö,WA41982859,1022674,2021-10-21,2021,10,21,1,4,1,0,0.5,8.9,8.5,,373,1.099,0.166,0.058,0.88,,0.93,2.2,6.88,6.65,0.174,0.26,0.13,0.21,0.013,0.1478242765,0.2,0.012,26,17,0.5,6.4,0.92,200,38,,9.6,,,3,9.9
121,256727,Fjärasjö,6385218,514896,Jönköpings län,Eksjö,WA41982859,1052523,2022-02-08,2022,2,8,1,1,1,0,0.5,10.9,,,558,1.631,0.32,0.121,1.9,,0.64,1,6.27,5.93,0.122,0.22,0.11,0.19,0.011,0.1290859879,0.19,0.01,55,63,0.5,13.4,1.8,230,150,,11.2,,,,2.5
121,256727,Fjärasjö,6385218,514896,Jönköpings län,Eksjö,WA41982859,1059693,2022-04-26,2022,4,26,1,2,1,0,0.5,11.5,,,444,1.812,0.342,0.128,2,,0.71,2.9,6.82,6.42,0.138,0.25,0.13,0.21,0.012,0.1353320841,0.19,0.011,8,66,0.5,11.4,2.1,170,140,,10.8,,,3.1,10.3
121,256727,Fjärasjö,6385218,514896,Jönköpings län,Eksjö,WA41982859,1085552,2022-08-11,2022,8,11,1,3,1,0,0.5,11,,,452,1.39,0.203,0.07,1,,0.98,2.5,7.03,6.71,0.168,0.26,0.14,0.21,0.014,0.1436602124,0.21,0.012,10,1,0.5,7.1,1,69,35,,8.4,,,4.4,21.4
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27861,2001-03-29,2001,3,29,2,1,1,0,2,3.3,,161,,,,0.024,,0.027,,0.2,6.53,2.63,0.157,0.159,0.038,0.046,0.01,0.038,0.017,0.019,21,10,2,7,0.32,54,,25,,,,,1.4
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27862,2001-06-14,2001,6,14,2,2,2,0,0.5,3.2,,172,,,,0.031,,0.043,,1.2,6.91,2.44,0.149,0.151,0.035,0.042,0.01,0.034,0.015,0.018,15,10,1,4,0.81,42,,50,,7.2,,,9.5
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27863,2001-08-20,2001,8,20,2,3,1,0,1,4.8,,244,,,,0.018,,0.024,,0.8,7.07,2.42,0.143,0.155,0.036,0.041,0.01,0.032,0.014,0.018,3,1,1,2,1.05,20,,35,,8.6,,,13.2
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27864,2001-09-18,2001,9,18,2,4,4,0,0.5,2.8,,128,,,,0.017,,0.019,,,7.03,2.42,0.143,0.152,0.036,0.042,0.01,0.032,0.014,0.016,11,1,1,3,1.07,55,,30,,8,,,11.1
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27865,2002-04-12,2002,4,12,2,1,2,0,2,7.9,,326,,,,0.023,,0.026,,0.3,6.98,2.72,0.167,0.167,0.039,0.047,0.011,0.037,0.017,0.019,17,22,1,4,1.25,15,,35,,,,,2.2
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27866,2002-05-22,2002,5,22,2,2,1,0,0.5,3.3,,227,,,,0.022,,0.025,,1.2,6.92,2.45,0.15,0.156,0.036,0.041,0.01,0.032,0.014,0.017,5,15,2,3,1.13,27,,40,,7.8,,,9.1
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27867,2002-08-22,2002,8,22,2,3,1,0,0.5,8.4,,181,,,,0.01,,0.012,,0.5,7.35,2.4,0.16,0.156,0.033,0.044,0.01,0.032,0.015,0.018,1,7,1,2,1.28,18,,30,,8.2,,,17.8
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27868,2002-09-19,2002,9,19,2,4,4,0,0.5,2.7,,197,,,,0.014,,0.02,,0.9,7.08,2.49,0.162,0.16,0.035,0.045,0.011,0.032,0.014,0.018,5,4,2,3,1.27,34,,35,,10,,,10.2
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27869,2003-04-02,2003,4,2,2,1,2,0,0.5,2.5,,211,,,,0.007,,0.008,,0.8,6.93,2.68,0.176,0.166,0.037,0.05,0.011,0.034,0.015,0.019,17,1,1,3,1.26,1.1,,25,,,,,1.7
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27870,2003-05-26,2003,5,26,2,2,1,0,0.5,2.6,,211,,,,0.012,,0.021,,1.3,6.73,2.33,0.156,0.16,0.035,0.043,0.011,0.031,0.014,0.016,7,7,2,4,0.63,36,,28,,9.1,,,7.9
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27871,2003-08-13,2003,8,13,2,3,1,0,0.5,2.6,,244,,,,0.014,,0.017,,1,7.39,2.6,0.17,0.167,0.036,0.047,0.012,0.034,0.017,0.018,10,2,1,2,0.67,27,,25,,10.1,,,16.2
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27872,2003-09-10,2003,9,10,2,4,4,0,0.5,2.2,,272,,,,0.01,,0.015,,0.5,7.17,2.57,0.168,0.165,0.036,0.047,0.011,0.033,0.014,0.018,6,6,1,2,0.49,11,,19,,10,,,13.5
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27873,2004-04-25,2004,4,25,2,1,2,0,2,2.6,,177,,,,0.013,,0.015,,0.5,6.94,2.68,0.173,0.161,0.038,0.046,0.012,0.035,0.017,0.019,15,5,1,6,0.73,4,,,,,,,1.9
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27874,2004-05-28,2004,5,28,2,2,1,0,0.5,2.3,,224,,,,0.015,,0.025,,1.1,6.55,2.69,0.178,0.169,0.037,0.046,0.012,0.033,0.016,0.018,14,6,2,4,2.03,34,,,,7.8,,,4.9
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27875,2004-08-18,2004,8,18,2,3,1,0,0.5,2.6,,241,,,,0.025,,0.027,,0.7,7.39,2.54,0.146,0.16,0.036,0.044,0.011,0.031,0.015,0.018,7,1,2,8,0.2,12,,,,10.2,,,15
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27876,2004-09-13,2004,9,13,2,4,4,0,0.5,3.6,,231,,,,0.018,,0.022,,1,6.79,2.59,0.17,0.164,0.037,0.046,0.012,0.033,0.015,0.018,5,4,1,23,0.64,16,,,,8,,,8.9
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27877,2005-04-01,2005,4,1,2,1,2,0,2,3.3,,182,,,,0.021,,0.022,,0.2,6.93,2.73,0.179,0.177,0.038,0.049,0.012,0.035,0.019,0.019,29,3,3,4,0.83,6,,,,,,,1.5
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27878,2005-06-14,2005,6,14,2,2,2,0,0.5,2.5,,212,,,,0.019,,0.028,,1.2,7.03,2.5,0.164,0.165,0.036,0.045,0.011,0.028,0.014,0.017,3,2,1,4,0.22,21,,,,8,,,11.2
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27879,2005-08-19,2005,8,19,2,3,1,0,0.5,2.1,,192,,,,0.013,,0.016,,0.8,7.28,2.5,0.145,0.166,0.036,0.046,0.011,0.029,0.015,0.017,8,10,3,3,1.5,18,,,,10.3,,,14.7
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27880,2005-09-19,2005,9,19,2,4,4,0,0.5,2.7,,249,,,,0.016,,0.018,,0.9,6.98,2.53,0.167,0.168,0.036,0.045,0.011,0.028,0.016,0.017,6,3,4,4,0.89,16,,,,9,,,6.8
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27881,2006-04-19,2006,4,19,2,1,2,0,2,3,,207,,,,0.016,,0.02,,0.5,6.86,2.78,0.173,0.18,0.039,0.05,0.013,0.031,0.017,0.019,21,26,2,4,1.16,14,,,,,,,1.4
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27882,2006-06-01,2006,6,1,2,2,2,0,0.5,3,,198,,,,0.019,,0.02,,1.1,6.82,2.47,0.163,0.173,0.036,0.046,0.011,0.029,0.016,0.018,6,17,2,3,0.99,20,,,,,,,6.1
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27883,2006-08-15,2006,8,15,2,3,1,0,0.5,3.1,,195,,,,0.016,,0.02,,0.7,7.2,2.56,0.175,0.159,0.034,0.042,0.011,0.029,0.014,0.019,5,12,2,2,0.89,5.9,,,,8.6,,,18.1
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27884,2006-09-12,2006,9,12,2,4,4,0,0.5,3.3,,194,,,,0.018,,0.021,,1,7.26,2.59,0.163,0.173,0.036,0.044,0.011,0.029,0.012,0.018,2,1,1,2,0.69,9,,,,8.8,,,13.2
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27885,2007-03-20,2007,3,20,2,1,1,0,2,2.7,,,118,,,0.011,,0.012,,,6.94,2.78,0.188,0.183,0.038,0.047,0.011,0.032,0.017,0.019,15,2,1,1,1.62,5,,,,,,,1.6
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27886,2007-06-08,2007,6,8,2,2,2,0,0.5,2.9,,,115,,,0.016,,0.021,,0.6,7.16,2.6,0.166,0.169,0.035,0.045,0.011,0.029,0.015,0.018,5,1,1,2,2.17,21,,,,6.7,,,16.7
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27887,2007-08-21,2007,8,21,2,3,1,0,0.5,3.3,,,152,,,0.018,,0.022,,0.8,7.07,2.6,0.171,0.163,0.034,0.042,0.011,0.027,0.012,0.018,2,1,1,3,1.73,11,,,,6.2,,,16.4
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27888,2007-09-11,2007,9,11,2,4,4,0,0.5,3.2,,,100,,,0.017,,0.022,,0.9,7.09,2.63,0.161,0.174,0.036,0.045,0.011,0.028,0.014,0.018,2,1,1,2,1.6,13,,,,9.3,,,9.8
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27889,2008-04-08,2008,4,8,2,1,2,0,2,5.1,,,160,,,0.02,,0.022,,0.2,6.98,2.81,0.188,0.172,0.038,0.044,0.011,0.03,0.015,0.019,15,2,2,3,1.86,4,,,,,,,0.9
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27890,2008-06-03,2008,6,3,2,2,2,0,0.5,3.5,,,113,,,0.027,,0.028,,0.8,6.9,2.53,0.166,0.16,0.034,0.04,0.01,0.028,0.013,0.018,2,4,1,4,1.89,19,,,,7.7,,,9.8
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27891,2008-08-20,2008,8,20,2,3,1,0,0.5,3.4,,,124,,,0.02,,0.023,,0.7,7.24,2.53,0.171,0.165,0.036,0.043,0.01,0.028,0.016,0.019,3,2,1,2,1.78,8.9,,,,,,,15.1
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27892,2008-09-18,2008,9,18,2,4,4,0,0.5,3.5,,,116,,,0.015,,0.022,,1,7.15,2.59,0.174,0.168,0.037,0.045,0.011,0.027,0.013,0.018,2,1,1,3,1.64,12,,,,8.5,,,9
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27893,2009-03-31,2009,3,31,2,1,1,0,2,3.8,,,142,,,0.018,,0.021,,0.3,7.01,2.84,0.191,0.183,0.041,0.048,0.011,0.031,0.015,0.021,14,4,1,3,1.65,5,,,,,,,1.3
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27894,2009-06-10,2009,6,10,2,2,2,0,0.5,2.9,,,112,,,0.002,,0.009,,0.9,7.22,2.59,0.178,0.167,0.036,0.042,0.01,0.028,0.014,0.019,2,1,1,2,1.41,30,,,,6.6,,,10.1
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27895,2009-08-18,2009,8,18,2,3,1,0,0.5,3.7,,,129,,,0.013,,0.018,,0.7,7.45,2.57,0.179,0.165,0.037,0.044,0.011,0.027,0.015,0.018,2,1,1,2,1.54,12,,,,9,,,16.8
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27896,2009-09-15,2009,9,15,2,4,4,0,0.5,3.2,,,138,,,0.008,,0.019,,1,7.18,2.63,0.179,0.182,0.038,0.044,0.011,0.028,0.014,0.02,2,1,1,2,1.48,11,,,,10,,,11.2
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27897,2010-04-19,2010,4,19,2,1,2,0,2,3,,,142,,,0.01,,0.013,0.21,,7.14,3.29,0.204,0.165,0.043,0.046,0.011,0.035,0.016,0.022,18,19,5,9,1.7,19,,,,,,,1.1
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27898,2010-06-08,2010,6,8,2,2,2,0,0.5,3.6,,,115,,,0.027,,,0.34,1.6,6.96,2.57,0.169,0.174,0.033,0.04,0.011,0.029,0.013,0.018,5,2,1,2,1.49,22,,,,7,,,8.1
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27899,2010-08-15,2010,8,15,2,3,1,0,0.5,3.6,,,115,,,0.018,,,0.29,0.5,6.96,2.45,0.172,0.162,0.034,0.04,0.01,0.03,0.014,0.019,5,1,1,5,1.56,39,,,,7,,,15
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27900,2010-09-12,2010,9,12,2,4,4,0,0.5,3.6,,,142,,,0.014,,,0.25,1.3,7.2,2.63,0.178,0.172,0.036,0.041,0.011,0.03,0.014,0.02,2,1,1,2,1.21,5,,,,8.5,,,10.8
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27901,2011-04-12,2011,4,12,2,1,2,0,0.5,4,,,230,,,0.025,,,0.27,0.3,7.08,3.6,0.28,0.223,0.052,0.059,0.014,0.049,0.023,0.03,23,87,2,8,2.26,39,,,,,,,2.3
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,27902,2011-06-13,2011,6,13,2,2,2,0,0.5,3.6,,,126,,,0.021,,,0.39,0.7,7.28,2.65,0.181,0.174,0.038,0.044,0.011,0.029,0.014,0.019,1,1,2,4,1.49,21,,,,6.5,,,14
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,278705,2011-08-16,2011,8,16,2,3,1,0,0.5,3.5,,,181,,,0.013,,,0.25,0.6,7.13,2.61,0.184,0.181,0.039,0.044,0.011,0.029,0.014,0.021,3,1,1,2,1.4,16,,,,,,,14
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,278706,2011-09-12,2011,9,12,2,4,4,0,0.5,3.7,,,176,,,0.033,,,0.44,0.7,7.03,2.52,0.177,0.175,0.038,0.042,0.011,0.028,0.014,0.02,1,1,1,3,1.42,21,,,,7.5,,,13
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,278232,2012-03-12,2012,3,12,2,1,1,0,0.5,3.4,,,175,,,0.025,,,0.15,0.2,7.14,2.78,0.186,0.176,0.04,0.045,0.011,0.029,0.014,0.021,11,6,1,2,1.7,11,,,,,,,3.2
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,278233,2012-06-11,2012,6,11,2,2,2,0,0.5,3.6,,,220,,,0.03,,,0.32,1.9,7.27,2.63,0.172,0.161,0.036,0.04,0.01,0.027,0.014,0.019,8,6,2,3,1.75,29,,,,5.5,,,7.6
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,278234,2012-08-19,2012,8,19,2,3,1,0,0.5,3.5,,,162,,,0.019,,,0.22,0.8,7.19,2.49,0.17,0.163,0.035,0.041,0.01,0.026,0.013,0.019,2,1,1,2,1.57,14,,,,7.5,,,16.3
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,278235,2012-09-16,2012,9,16,2,4,4,0,0.5,3.1,,,137,,,0.021,,,0.23,1.2,7.12,2.67,0.172,0.16,0.04,0.045,0.011,0.026,0.013,0.019,3,2,2,3,1.6,12,,,,8.5,,,9.3
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,282511,2013-03-05,2013,3,5,2,1,1,0,2,3.1,,,120,0.366,0.055,0.02,0.32,,0.2,0.25,6.91,2.67,0.184,0.168,0.037,0.042,0.0103,0.028,0.014,0.019,17,6,1,2,1.78,18,22,,,,,,1
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,282694,2013-06-04,2013,6,4,2,2,2,0,0.5,3.4,,,124,0.408,0.069,0.028,0.46,,0.25,1.1,6.82,2.39,0.17,0.159,0.037,0.043,0.011,0.028,0.013,0.018,1.5,6,1,3,1.66,26,31,,,,,6.5,12.8
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,282830,2013-08-20,2013,8,20,2,3,1,0,0.5,3.4,,,125,0.362,0.049,0.018,0.26,,0.21,1.1,7.24,2.5,0.169,0.155,0.037,0.042,0.0104,0.028,0.013,0.018,1.5,0.5,0.5,2,1.6,5,31,,,,,7,15.5
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,287496,2013-09-30,2013,9,30,2,4,4,0,0.5,3.2,,,105,0.326,0.043,0.015,0.22,,0.25,1.3,7.04,2.53,0.179,0.158,0.037,0.042,0.0108,0.026,0.013,0.018,1.5,0.5,0.5,3,1.64,11,24,,,,,8.6,8.1
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,283148,2014-03-26,2014,3,26,2,1,1,0,1,3.3,,,146,0.339,0.048,0.019,0.3,,0.1,0.25,6.86,2.87,0.192,0.18,0.041,0.047,0.0121,0.031,0.014,0.02,17,6,1,2.5,1.7,5,19,,,,,,0.8
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,283333,2014-06-02,2014,6,2,2,2,2,0,0.5,3.2,,,140,0.403,0.063,0.023,0.34,,0.34,1.8,6.7,2.35,0.167,0.156,0.035,0.041,0.0105,0.027,0.013,0.017,1.5,5,0.5,2.5,1.7,21,30,,9.9,,,7.7,9.3
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,283454,2014-08-12,2014,8,12,2,3,1,0,0.5,3.8,,,126,0.402,0.058,0.021,0.32,,0.32,0.8,7.3,2.44,0.166,0.156,0.035,0.041,0.0105,0.025,0.013,0.017,7,1.5,1.5,2.2,1.6,17,35,,10.1,,,8,18.7
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,283578,2014-09-22,2014,9,22,2,4,4,0,0.5,3.4,,,111,0.464,0.08,0.031,0.5,,0.24,0.8,7.16,2.52,0.17,0.157,0.036,0.042,0.0106,0.026,0.013,0.018,4,1.5,1.5,4.9,1.6,13,27,,10.3,,,7.5,9.3
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,334211,2015-03-03,2015,3,3,2,1,1,0,2,3.1,,,132,0.356,0.051,0.018,0.28,,0.1,0.25,6.85,2.73,0.187,0.169,0.038,0.044,0.0112,0.027,0.013,0.019,21,3,1.5,2.6,1.7,5,19,,,,,,1.9
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,302972,2015-06-08,2015,6,8,2,2,2,0,0.5,3.3,,,163,0.426,0.07,0.027,0.42,,0.25,1.3,6.83,2.52,0.174,0.164,0.037,0.042,0.0107,0.027,0.014,0.018,10,10,2,3.9,1.7,29,30,,,,,6.6,5.7
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,341676,2015-08-09,2015,8,9,2,3,1,0,0.5,3.3,,,109,0.391,0.056,0.02,0.3,,0.27,0.6,7.22,2.49,0.172,0.155,0.035,0.041,0.0103,0.026,0.014,0.017,1.5,1.5,2,2.3,1.5,11,30,,,,,8.8,15.5
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,351439,2015-09-21,2015,9,21,2,4,4,0,0.5,3.2,,,136,0.371,0.052,0.019,0.3,,0.26,1.5,7.22,2.76,0.174,0.154,0.036,0.041,0.0106,0.026,0.014,0.017,4,1.5,2,2.9,1.5,12,25,,,,,8.5,11.1
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,446645,2016-03-15,2016,3,15,2,1,1,0,2,3.2,,,161,0.371,0.055,0.02,0.32,,0.1,0.25,6.85,2.58,0.177,0.16,0.035,0.043,0.01,0.028,0.014,0.018,22,6,2,2.9,1.5,6,18,,,,,,3.2
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,501195,2016-06-12,2016,6,12,2,2,2,0,0.5,3.3,,,118,0.421,0.067,0.026,0.4,,0.32,1.2,7.05,2.52,0.171,0.16,0.033,0.042,0.01,0.02810743285,0.015,0.017,5,1.5,0.5,3.7,1.6,19,26,,,,,6.2,10.2
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,543547,2016-09-15,2016,9,15,2,4,4,0,0.5,3.6,,,144,0.375,0.051,0.018,0.28,,0.26,2.1,6.97,2.49,0.173,0.16,0.033,0.043,0.011,0.02498438476,0.014,0.015,5,1.5,0.5,2.4,1.5,17,24,,,,,7.5,0.9
122,261748,Louvvajaure,7367313,641584,Norrbottens län,Arjeplog,WA66869503,627410,2017-03-20,2017,3,20,2,1,1,0,1,3.3,,,119,0.382,0.061,0.025,0.4,,0.1,,6.89,2.77,0.194,0.18,0.037,0.048,0.011,0.02914844889,0.015,0.017,16,15,0.5,2.3,1.7,6,17,,,,,,2.1
