Date,"Total
vattenföring
[m³/s]","Total
stationskorrigerad
vattenföring
[m³/s]","Total
naturlig
vattenföring
[m³/s]","Lokal
vattenföring
[m³/s]","Vattendragstemperatur
[°C]",7-day Avg Total Vattenföring,30-day Avg Total Vattenföring,7-day Avg Lokal Vattenföring,30-day Avg Lokal Vattenföring,MD-MVM Id,Temp 1w avg,Temp 2w avg,Temp 4w avg,Temp 12w avg,Temp 52w avg,Precip 1w avg,Precip 2w avg,Precip 4w avg,Precip 12w avg,Precip 52w avg
2016-04-12,0.056,0.056,0.056,0.04,7.1,0.05457142857,0.04676666667,0.07314285714,0.05153333333,54,,,,,,,,,,
2016-04-13,0.054,0.054,0.054,0.035,7.2,0.05614285714,0.0475,0.06571428571,0.05116666667,54,,,,,,,,,,
2016-04-14,0.052,0.052,0.052,0.031,6.7,0.05628571429,0.04806666667,0.05442857143,0.04893333333,54,,,,,,,,,,
2016-04-15,0.05,0.05,0.05,0.028,7.1,0.05542857143,0.0484,0.045,0.04653333333,54,,,,,,,,,,
2016-04-16,0.049,0.049,0.049,0.034,7.5,0.054,0.04856666667,0.03914285714,0.04503333333,54,,,,,,,,,,
2016-04-17,0.05,0.05,0.05,0.045,7.5,0.05271428571,0.04866666667,0.03714285714,0.04443333333,54,,,,,,,,,,
2016-04-18,0.05,0.05,0.05,0.05,7.7,0.05157142857,0.04873333333,0.03757142857,0.0444,54,,,,,,,,,,
2016-04-19,0.051,0.051,0.051,0.049,7.7,0.05085714286,0.04883333333,0.03885714286,0.0445,54,,,,,,,,,,
2016-04-20,0.05,0.05,0.05,0.044,8,0.05028571429,0.04886666667,0.04014285714,0.04436666667,54,,,,,,,,,,
2016-04-21,0.05,0.05,0.05,0.039,8.1,0.05,0.04886666667,0.04128571429,0.0439,54,,,,,,,,,,
2016-04-22,0.048,0.048,0.048,0.038,8.1,0.04971428571,0.04876666667,0.04271428571,0.04343333333,54,,,,,,,,,,
2016-04-23,0.047,0.047,0.047,0.034,7.6,0.04942857143,0.04863333333,0.04271428571,0.04296666667,54,,,,,,,,,,
2016-04-24,0.046,0.046,0.046,0.032,7.2,0.04885714286,0.04846666667,0.04085714286,0.04253333333,54,,,,,,,,,,
2016-04-25,0.045,0.045,0.045,0.03,6.8,0.04814285714,0.0483,0.038,0.04213333333,54,,,,,,,,,,
2016-04-26,0.043,0.043,0.043,0.028,6.6,0.047,0.0481,0.035,0.04183333333,54,,,,,,,,,,
2016-04-27,0.042,0.042,0.042,0.025,6.6,0.04585714286,0.0479,0.03228571429,0.0416,54,,,,,,,,,,
2016-04-28,0.043,0.043,0.043,0.038,6.7,0.04485714286,0.0478,0.03214285714,0.04193333333,54,,,,,,,,,,
2016-04-29,0.045,0.045,0.045,0.058,7.1,0.04442857143,0.0478,0.035,0.04303333333,54,,,,,,,,,,
2016-04-30,0.046,0.046,0.046,0.049,7.8,0.04428571429,0.0479,0.03714285714,0.04373333333,54,,,,,,,,,,
2016-05-01,0.046,0.046,0.046,0.042,8.2,0.04428571429,0.04803333333,0.03857142857,0.04426666667,54,,,,,,,,,,
2016-05-02,0.045,0.045,0.045,0.039,8.8,0.04428571429,0.0482,0.03985714286,0.0448,54,,,,,,,,,,
2016-05-03,0.043,0.043,0.043,0.033,9.8,0.04428571429,0.04836666667,0.04057142857,0.0452,54,,,,,,,,,,
2016-05-04,0.041,0.041,0.041,0.025,10.8,0.04414285714,0.0485,0.04057142857,0.0454,54,,,,,,,,,,
2016-05-05,0.039,0.039,0.039,0.02,11.6,0.04357142857,0.04856666667,0.038,0.04526666667,54,,,,,,,,,,
2016-05-06,0.036,0.036,0.036,0.018,12.4,0.04228571429,0.04833333333,0.03228571429,0.04296666667,54,,,,,,,,,,
2016-05-07,0.034,0.034,0.034,0.016,13.3,0.04057142857,0.04776666667,0.02757142857,0.03983333333,54,,,,,,,,,,
2016-05-08,0.031,0.031,0.031,0.014,14.4,0.03842857143,0.04693333333,0.02357142857,0.03716666667,54,,,,,,,,,,
2016-05-09,0.029,0.029,0.029,0.012,15.4,0.03614285714,0.04593333333,0.01971428571,0.03506666667,54,,,,,,,,,,
2016-05-10,0.027,0.027,0.027,0.011,16,0.03385714286,0.04486666667,0.01657142857,0.03346666667,54,,,,,,,,,,
2016-05-11,0.025,0.025,0.025,0.01,15.5,0.03157142857,0.04376666667,0.01442857143,0.03223333333,54,,,,,,,,,,
2016-05-12,0.023,0.023,0.023,0.009,15.6,0.02928571429,0.04266666667,0.01285714286,0.0312,54,,,,,,,,,,
2016-05-13,0.024,0.024,0.024,0.014,14.3,0.02757142857,0.04166666667,0.01228571429,0.0305,54,,,,,,,,,,
2016-05-14,0.025,0.025,0.025,0.009,12.9,0.02628571429,0.04076666667,0.01128571429,0.02976666667,54,,,,,,,,,,
2016-05-15,0.024,0.024,0.024,0.012,12.9,0.02528571429,0.0399,0.011,0.02923333333,54,,,,,,,,,,
2016-05-16,0.023,0.023,0.023,0.01,12.5,0.02442857143,0.03903333333,0.01071428571,0.02843333333,54,,,,,,,,,,
2016-05-17,0.022,0.022,0.022,0.009,12.8,0.02371428571,0.0381,0.01042857143,0.02723333333,54,,,,,,,,,,
2016-05-18,0.02,0.02,0.02,0.008,13.4,0.023,0.0371,0.01014285714,0.02583333333,54,,,,,,,,,,
2016-05-19,0.02,0.02,0.02,0.009,13.8,0.02257142857,0.03606666667,0.01014285714,0.0245,54,,,,,,,,,,
2016-05-20,0.02,0.02,0.02,0.01,14,0.022,0.03506666667,0.009571428571,0.02336666667,54,,,,,,,,,,
2016-05-21,0.02,0.02,0.02,0.015,14.6,0.02128571429,0.03406666667,0.01042857143,0.02256666667,54,,,,,,,,,,
2016-05-22,0.019,0.019,0.019,0.013,15.2,0.02057142857,0.0331,0.01057142857,0.02173333333,54,,,,,,,,,,
2016-05-23,0.021,0.021,0.021,0.028,16.3,0.02028571429,0.03223333333,0.01314285714,0.02153333333,54,,,,,,,,,,
2016-05-24,0.027,0.027,0.027,0.093,15.9,0.021,0.0316,0.02514285714,0.02356666667,54,,,,,,,,,,
2016-05-25,0.037,0.037,0.037,0.127,15.4,0.02342857143,0.03133333333,0.04214285714,0.0268,54,,,,,,,,,,
2016-05-26,0.047,0.047,0.047,0.135,14.7,0.02728571429,0.03146666667,0.06014285714,0.03036666667,54,,,,,,,,,,
2016-05-27,0.057,0.057,0.057,0.134,14.5,0.03257142857,0.03196666667,0.07785714286,0.034,54,,,,,,,,,,
2016-05-28,0.064,0.064,0.064,0.116,14.7,0.03885714286,0.03266666667,0.09228571429,0.0366,54,,,,,,,,,,
2016-05-29,0.07,0.07,0.07,0.105,15.1,0.04614285714,0.0335,0.1054285714,0.03816666667,54,,,,,,,,,,
2016-05-30,0.072,0.072,0.072,0.082,15.7,0.05342857143,0.03436666667,0.1131428571,0.03926666667,54,,,,,,,,,,
2016-05-31,0.07,0.07,0.07,0.054,16.6,0.05957142857,0.03516666667,0.1075714286,0.03966666667,54,,,,,,,,,,
2016-06-01,0.066,0.066,0.066,0.04,17.7,0.06371428571,0.03586666667,0.09514285714,0.0397,54,,,,,,,,,,
2016-06-02,0.061,0.061,0.061,0.027,18.7,0.06571428571,0.03646666667,0.07971428571,0.0395,54,,,,,,,,,,
2016-06-03,0.055,0.055,0.055,0.02,19.5,0.06542857143,0.03693333333,0.06342857143,0.03933333333,54,,,,,,,,,,
2016-06-04,0.05,0.05,0.05,0.017,19.2,0.06342857143,0.0373,0.04928571429,0.03923333333,54,,,,,,,,,,
2016-06-05,0.046,0.046,0.046,0.015,18.3,0.06,0.03763333333,0.03642857143,0.03913333333,54,,,,,,,,,,
2016-06-06,0.042,0.042,0.042,0.013,18.4,0.05571428571,0.0379,0.02657142857,0.03903333333,54,,,,,,,,,,
2016-06-07,0.041,0.041,0.041,0.018,19.1,0.05157142857,0.03823333333,0.02142857143,0.03916666667,54,,,,,,,,,,
2016-06-08,0.04,0.04,0.04,0.017,18.6,0.04785714286,0.0386,0.01814285714,0.03933333333,54,,,,,,,,,,
2016-06-09,0.037,0.037,0.037,0.015,17.6,0.04442857143,0.03893333333,0.01642857143,0.03946666667,54,,,,,,,,,,
2016-06-10,0.035,0.035,0.035,0.013,16.3,0.04157142857,0.03926666667,0.01542857143,0.03956666667,54,,,,,,,,,,
2016-06-11,0.033,0.033,0.033,0.012,15.8,0.03914285714,0.0396,0.01471428571,0.03966666667,54,,,,,,,,,,
2016-06-12,0.031,0.031,0.031,0.011,15.9,0.037,0.03983333333,0.01414285714,0.03956666667,54,,,,,,,,,,
2016-06-13,0.029,0.029,0.029,0.01,16.5,0.03514285714,0.03996666667,0.01371428571,0.0396,54,,,,,,,,,,
2016-06-14,0.026,0.026,0.026,0.009,17.3,0.033,0.04003333333,0.01242857143,0.0395,54,,,,,,,,,,
2016-06-15,0.024,0.024,0.024,0.008,17.7,0.03071428571,0.04006666667,0.01114285714,0.03943333333,54,,,,,,,,,,
2016-06-16,0.024,0.024,0.024,0.009,17.9,0.02885714286,0.04013333333,0.01028571429,0.03943333333,54,,,,,,,,,,
2016-06-17,0.023,0.023,0.023,0.007,18,0.02714285714,0.04023333333,0.009428571429,0.0394,54,,,,,,,,,,
2016-06-18,0.022,0.022,0.022,0.006,18,0.02557142857,0.0403,0.008571428571,0.0393,54,,,,,,,,,,
2016-06-19,0.021,0.021,0.021,0.007,17.7,0.02414285714,0.04033333333,0.008,0.0392,54,,,,,,,,,,
2016-06-20,0.02,0.02,0.02,0.007,17.5,0.02285714286,0.04033333333,0.007571428571,0.03893333333,54,,,,,,,,,,
2016-06-21,0.019,0.019,0.019,0.007,18,0.02185714286,0.04033333333,0.007285714286,0.03873333333,54,,,,,,,,,,
2016-06-22,0.018,0.018,0.018,0.006,18.7,0.021,0.04023333333,0.007,0.038,54,,,,,,,,,,
2016-06-23,0.016,0.016,0.016,0.005,19.5,0.01985714286,0.03986666667,0.006428571429,0.03506666667,54,,,,,,,,,,
2016-06-24,0.015,0.015,0.015,0.004,20,0.01871428571,0.03913333333,0.006,0.03096666667,54,,,,,,,,,,
2016-06-25,0.013,0.013,0.013,0.004,21.1,0.01742857143,0.038,0.005714285714,0.0266,54,,,,,,,,,,
2016-06-26,0.012,0.012,0.012,0.004,21.3,0.01614285714,0.0365,0.005285714286,0.02226666667,54,,,,,,,,,,
2016-06-27,0.011,0.011,0.011,0.003,21.2,0.01485714286,0.03473333333,0.004714285714,0.0185,54,,,,,,,,,,
2016-06-28,0.01,0.01,0.01,0.003,21.1,0.01357142857,0.03273333333,0.004142857143,0.0151,54,,,,,,,,,,
2016-06-29,0.01,0.01,0.01,0.003,21,0.01242857143,0.03066666667,0.003714285714,0.01246666667,54,,,,,,,,,,
2016-06-30,0.009,0.009,0.009,0.003,20.7,0.01142857143,0.02863333333,0.003428571429,0.01076666667,54,,,,,,,,,,
2016-07-01,0.009,0.009,0.009,0.005,20.3,0.01057142857,0.02673333333,0.003571428571,0.0096,54,,,,,,,,,,
2016-07-02,0.01,0.01,0.01,0.006,20.2,0.01014285714,0.02503333333,0.003857142857,0.0089,54,,,,,,,,,,
2016-07-03,0.01,0.01,0.01,0.004,19.7,0.009857142857,0.02353333333,0.003857142857,0.008366666667,54,,,,,,,,,,
2016-07-04,0.009,0.009,0.009,0.004,19.3,0.009571428571,0.02216666667,0.004,0.007933333333,54,,,,,,,,,,
2016-07-05,0.009,0.009,0.009,0.004,19.2,0.009428571429,0.02093333333,0.004142857143,0.007566666667,54,,,,,,,,,,
2016-07-06,0.008,0.008,0.008,0.003,19.3,0.009142857143,0.0198,0.004142857143,0.007233333333,54,,,,,,,,,,
2016-07-07,0.007,0.007,0.007,0.003,19.3,0.008857142857,0.01866666667,0.004142857143,0.006733333333,54,,,,,,,,,,
2016-07-08,0.007,0.007,0.007,0.003,19.3,0.008571428571,0.01756666667,0.003857142857,0.006266666667,54,,,,,,,,,,
2016-07-09,0.007,0.007,0.007,0.004,19.4,0.008142857143,0.01656666667,0.003571428571,0.0059,54,,,,,,,,,,
2016-07-10,0.007,0.007,0.007,0.003,19.8,0.007714285714,0.01563333333,0.003428571429,0.005566666667,54,,,,,,,,,,
2016-07-11,0.007,0.007,0.007,0.01,20,0.007428571429,0.01476666667,0.004285714286,0.0055,54,,,,,,,,,,
2016-07-12,0.008,0.008,0.008,0.007,20,0.007285714286,0.014,0.004714285714,0.005366666667,54,,,,,,,,,,
2016-07-13,0.01,0.01,0.01,0.018,20,0.007571428571,0.01336666667,0.006857142857,0.005633333333,54,,,,,,,,,,
2016-07-14,0.013,0.013,0.013,0.051,20.2,0.008428571429,0.01293333333,0.01371428571,0.007033333333,54,,,,,,,,,,
2016-07-15,0.016,0.016,0.016,0.056,20.1,0.009714285714,0.01266666667,0.02128571429,0.008633333333,54,,,,,,,,,,
2016-07-16,0.017,0.017,0.017,0.039,19.9,0.01114285714,0.01243333333,0.02628571429,0.009633333333,54,,,,,,,,,,
2016-07-17,0.017,0.017,0.017,0.028,20.1,0.01257142857,0.01223333333,0.02985714286,0.01033333333,54,,,,,,,,,,
2016-07-18,0.017,0.017,0.017,0.019,20,0.014,0.01206666667,0.03114285714,0.01076666667,54,,,,,,,,,,
2016-07-19,0.016,0.016,0.016,0.014,20,0.01514285714,0.0119,0.03214285714,0.011,54,,,,,,,,,,
2016-07-20,0.015,0.015,0.015,0.012,20.5,0.01585714286,0.01173333333,0.03128571429,0.01116666667,54,,,,,,,,,,
2016-07-21,0.014,0.014,0.014,0.009,21,0.016,0.01156666667,0.02528571429,0.01123333333,54,,,,,,,,,,
2016-07-22,0.013,0.013,0.013,0.007,21.3,0.01557142857,0.0114,0.01828571429,0.01126666667,54,,,,,,,,,,
2016-07-23,0.012,0.012,0.012,0.006,21.8,0.01485714286,0.01126666667,0.01357142857,0.0113,54,,,,,,,,,,
2016-07-24,0.011,0.011,0.011,0.006,22.4,0.014,0.01113333333,0.01042857143,0.01136666667,54,,,,,,,,,,
2016-07-25,0.011,0.011,0.011,0.006,22.8,0.01314285714,0.01106666667,0.008571428571,0.01143333333,54,,,,,,,,,,
2016-07-26,0.011,0.011,0.011,0.005,22.8,0.01242857143,0.01103333333,0.007285714286,0.01146666667,54,,,,,,,,,,
2016-07-27,0.011,0.011,0.011,0.004,22.5,0.01185714286,0.01103333333,0.006142857143,0.0115,54,,,,,,,,,,
2016-07-28,0.01,0.01,0.01,0.004,22.2,0.01128571429,0.01103333333,0.005428571429,0.01153333333,54,,,,,,,,,,
2016-07-29,0.009,0.009,0.009,0.004,21.9,0.01071428571,0.011,0.005,0.01156666667,54,,,,,,,,,,
2016-07-30,0.008,0.008,0.008,0.004,21.5,0.01014285714,0.01096666667,0.004714285714,0.0116,54,,,,,,,,,,
2016-07-31,0.008,0.008,0.008,0.004,21,0.009714285714,0.01093333333,0.004428571429,0.01156666667,54,,,,,,,,,,
2016-08-01,0.007,0.007,0.007,0.003,20.5,0.009142857143,0.01083333333,0.004,0.01146666667,54,,,,,,,,,,
2016-08-02,0.007,0.007,0.007,0.004,20.1,0.008571428571,0.01073333333,0.003857142857,0.01146666667,54,,,,,,,,,,
2016-08-03,0.007,0.007,0.007,0.004,19.8,0.008,0.01066666667,0.003857142857,0.01146666667,54,,,,,,,,,,
2016-08-04,0.007,0.007,0.007,0.003,19.6,0.007571428571,0.0106,0.003714285714,0.01143333333,54,,,,,,,,,,
2016-08-05,0.006,0.006,0.006,0.004,19.8,0.007142857143,0.01053333333,0.003714285714,0.01146666667,54,,,,,,,,,,
2016-08-06,0.007,0.007,0.007,0.006,19.8,0.007,0.01053333333,0.004,0.01156666667,54,,,,,,,,,,
2016-08-07,0.007,0.007,0.007,0.004,19.8,0.006857142857,0.01053333333,0.004,0.0116,54,,,,,,,,,,
2016-08-08,0.007,0.007,0.007,0.004,19.7,0.006857142857,0.01053333333,0.004142857143,0.0116,54,,,,,,,,,,
2016-08-09,0.006,0.006,0.006,0.004,19.1,0.006714285714,0.0105,0.004142857143,0.01163333333,54,,,,,,,,,,
2016-08-10,0.007,0.007,0.007,0.006,17.8,0.006714285714,0.0105,0.004428571429,0.0115,54,15.41428571,15.90714286,17.16428571,15.68928571,6.388461538,4.014285714,3.064285714,2.553571429,,
2016-08-11,0.007,0.007,0.007,0.005,17.1,0.006714285714,0.01046666667,0.004714285714,0.01143333333,54,,,,,,,,,,
2016-08-12,0.007,0.007,0.007,0.004,16.6,0.006857142857,0.01036666667,0.004714285714,0.01096666667,54,,,,,,,,,,
2016-08-13,0.007,0.007,0.007,0.006,17.1,0.006857142857,0.01016666667,0.004714285714,0.009466666667,54,,,,,,,,,,
2016-08-14,0.007,0.007,0.007,0.005,16.9,0.006857142857,0.009866666667,0.004857142857,0.007766666667,54,,,,,,,,,,
2016-08-15,0.006,0.006,0.006,0.004,16.9,0.006714285714,0.0095,0.004857142857,0.0066,54,,,,,,,,,,
2016-08-16,0.006,0.006,0.006,0.004,17.2,0.006714285714,0.009133333333,0.004857142857,0.0058,54,,,,,,,,,,
2016-08-17,0.005,0.005,0.005,0.004,17.1,0.006428571429,0.008733333333,0.004571428571,0.0053,54,,,,,,,,,,
2016-08-18,0.005,0.005,0.005,0.003,17.2,0.006142857143,0.008366666667,0.004285714286,0.004933333333,54,,,,,,,,,,
2016-08-19,0.006,0.006,0.006,0.007,17.2,0.006,0.008066666667,0.004714285714,0.004766666667,54,,,,,,,,,,
2016-08-20,0.007,0.007,0.007,0.01,17.5,0.006,0.007833333333,0.005285714286,0.0048,54,,,,,,,,,,
2016-08-21,0.007,0.007,0.007,0.013,17.7,0.006,0.007633333333,0.006428571429,0.005,54,,,,,,,,,,
2016-08-22,0.007,0.007,0.007,0.009,17.9,0.006142857143,0.007466666667,0.007142857143,0.0051,54,,,,,,,,,,
2016-08-23,0.007,0.007,0.007,0.007,18.3,0.006285714286,0.007333333333,0.007571428571,0.005133333333,54,,,,,,,,,,
2016-08-24,0.006,0.006,0.006,0.006,18.2,0.006428571429,0.007166666667,0.007857142857,0.005133333333,54,,,,,,,,,,
2016-08-25,0.007,0.007,0.007,0.008,18.6,0.006714285714,0.007033333333,0.008571428571,0.005233333333,54,,,,,,,,,,
2016-08-26,0.008,0.008,0.008,0.021,18.9,0.007,0.006933333333,0.01057142857,0.0058,54,,,,,,,,,,
2016-08-27,0.009,0.009,0.009,0.027,18.9,0.007285714286,0.0069,0.013,0.006566666667,54,,,,,,,,,,
2016-08-28,0.01,0.01,0.01,0.024,17.5,0.007714285714,0.006933333333,0.01457142857,0.007233333333,54,,,,,,,,,,
2016-08-29,0.013,0.013,0.013,0.056,16.3,0.008571428571,0.0071,0.02128571429,0.008966666667,54,,,,,,,,,,
2016-08-30,0.017,0.017,0.017,0.068,15.9,0.01,0.0074,0.03,0.0111,54,,,,,,,,,,
2016-08-31,0.019,0.019,0.019,0.05,16.3,0.01185714286,0.0078,0.03628571429,0.01266666667,54,,,,,,,,,,
2016-09-01,0.02,0.02,0.02,0.035,16.9,0.01371428571,0.008233333333,0.04014285714,0.0137,54,,,,,,,,,,
2016-09-02,0.02,0.02,0.02,0.026,17,0.01542857143,0.008666666667,0.04085714286,0.01443333333,54,,,,,,,,,,
2016-09-03,0.02,0.02,0.02,0.027,16.7,0.017,0.0091,0.04085714286,0.01523333333,54,,,,,,,,,,
2016-09-04,0.021,0.021,0.021,0.03,16.2,0.01857142857,0.0096,0.04171428571,0.0161,54,,,,,,,,,,
2016-09-05,0.021,0.021,0.021,0.024,15.7,0.01971428571,0.01006666667,0.03714285714,0.0167,54,,,,,,,,,,
2016-09-06,0.021,0.021,0.021,0.019,15.8,0.02028571429,0.01053333333,0.03014285714,0.0172,54,,,,,,,,,,
2016-09-07,0.02,0.02,0.02,0.014,16.4,0.02042857143,0.01096666667,0.025,0.01753333333,54,,,,,,,,,,
2016-09-08,0.019,0.019,0.019,0.012,16.2,0.02028571429,0.0114,0.02171428571,0.0178,54,,,,,,,,,,
2016-09-09,0.018,0.018,0.018,0.011,16.6,0.02,0.01176666667,0.01957142857,0.01796666667,54,,,,,,,,,,
2016-09-10,0.017,0.017,0.017,0.009,16.8,0.01957142857,0.0121,0.017,0.0181,54,,,,,,,,,,
2016-09-11,0.016,0.016,0.016,0.008,17.1,0.01885714286,0.0124,0.01385714286,0.01823333333,54,,,,,,,,,,
2016-09-12,0.015,0.015,0.015,0.006,16.6,0.018,0.01266666667,0.01128571429,0.01823333333,54,,,,,,,,,,
2016-09-13,0.014,0.014,0.014,0.006,16.3,0.017,0.0129,0.009428571429,0.01826666667,54,,,,,,,,,,
2016-09-14,0.013,0.013,0.013,0.005,16.6,0.016,0.01313333333,0.008142857143,0.0183,54,,,,,,,,,,
2016-09-15,0.012,0.012,0.012,0.005,16.8,0.015,0.01333333333,0.007142857143,0.01833333333,54,,,,,,,,,,
2016-09-16,0.011,0.011,0.011,0.004,16.1,0.014,0.01353333333,0.006142857143,0.01833333333,54,,,,,,,,,,
2016-09-17,0.011,0.011,0.011,0.004,15.4,0.01314285714,0.01373333333,0.005428571429,0.01836666667,54,,,,,,,,,,
2016-09-18,0.01,0.01,0.01,0.003,15.1,0.01228571429,0.01386666667,0.004714285714,0.01823333333,54,,,,,,,,,,
2016-09-19,0.009,0.009,0.009,0.003,15,0.01142857143,0.01393333333,0.004285714286,0.018,54,,,,,,,,,,
2016-09-20,0.009,0.009,0.009,0.003,15,0.01071428571,0.014,0.003857142857,0.01766666667,54,,,,,,,,,,
2016-09-21,0.008,0.008,0.008,0.003,14.9,0.01,0.01403333333,0.003571428571,0.01746666667,54,,,,,,,,,,
2016-09-22,0.008,0.008,0.008,0.003,14.7,0.009428571429,0.01406666667,0.003285714286,0.01733333333,54,,,,,,,,,,
2016-09-23,0.007,0.007,0.007,0.003,14.2,0.008857142857,0.0141,0.003142857143,0.01723333333,54,,,,,,,,,,
2016-09-24,0.007,0.007,0.007,0.003,13.9,0.008285714286,0.0141,0.003,0.01706666667,54,,,,,,,,,,
2016-09-25,0.007,0.007,0.007,0.003,14.2,0.007857142857,0.01406666667,0.003,0.01646666667,54,,,,,,,,,,
2016-09-26,0.006,0.006,0.006,0.003,14.1,0.007428571429,0.01396666667,0.003,0.01566666667,54,,,,,,,,,,
2016-09-27,0.006,0.006,0.006,0.003,14.1,0.007,0.01383333333,0.003,0.01496666667,54,,,,,,,,,,
2016-09-28,0.006,0.006,0.006,0.003,14.1,0.006714285714,0.0136,0.003,0.0132,54,,,,,,,,,,
2016-09-29,0.006,0.006,0.006,0.003,13.8,0.006428571429,0.01323333333,0.003,0.01103333333,54,,,,,,,,,,
2016-09-30,0.006,0.006,0.006,0.003,13.6,0.006285714286,0.0128,0.003,0.009466666667,54,,,,,,,,,,
2016-10-01,0.006,0.006,0.006,0.003,12.7,0.006142857143,0.01233333333,0.003,0.0084,54,,,,,,,,,,
2016-10-02,0.005,0.005,0.005,0.003,11.3,0.005857142857,0.01183333333,0.003,0.007633333333,54,,,,,,,,,,
2016-10-03,0.005,0.005,0.005,0.002,10.1,0.005714285714,0.01133333333,0.002857142857,0.0068,54,,,,,,,,,,
2016-10-04,0.005,0.005,0.005,0.002,9.1,0.005571428571,0.0108,0.002714285714,0.005866666667,54,,,,,,,,,,
2016-10-05,0.005,0.005,0.005,0.002,8.1,0.005428571429,0.01026666667,0.002571428571,0.005133333333,54,,,,,,,,,,
2016-10-06,0.005,0.005,0.005,0.002,7.7,0.005285714286,0.009733333333,0.002428571429,0.004566666667,54,,,,,,,,,,
2016-10-07,0.005,0.005,0.005,0.002,7.9,0.005142857143,0.009233333333,0.002285714286,0.004166666667,54,,,,,,,,,,
2016-10-08,0.004,0.004,0.004,0.002,7.7,0.004857142857,0.008733333333,0.002142857143,0.003833333333,54,,,,,,,,,,
2016-10-09,0.004,0.004,0.004,0.002,7.5,0.004714285714,0.008266666667,0.002,0.003533333333,54,,,,,,,,,,
2016-10-10,0.004,0.004,0.004,0.002,7.4,0.004571428571,0.007833333333,0.002,0.0033,54,,,,,,,,,,
2016-10-11,0.004,0.004,0.004,0.002,7.3,0.004428571429,0.007433333333,0.002,0.0031,54,,,,,,,,,,
2016-10-12,0.004,0.004,0.004,0.002,6.9,0.004285714286,0.007066666667,0.002,0.002966666667,54,,,,,,,,,,
2016-10-13,0.004,0.004,0.004,0.002,6,0.004142857143,0.006733333333,0.002,0.002833333333,54,5.685714286,5.978571429,9.232142857,13.49166667,6.467582418,0.05714285714,0.02857142857,0.3035714286,1.520238095,
2016-10-14,0.004,0.004,0.004,0.002,5.4,0.004,0.006433333333,0.002,0.002733333333,54,,,,,,,,,,
2016-10-15,0.004,0.004,0.004,0.002,5.3,0.004,0.006166666667,0.002,0.002633333333,54,,,,,,,,,,
2016-10-16,0.004,0.004,0.004,0.002,5.5,0.004,0.005933333333,0.002,0.002566666667,54,,,,,,,,,,
2016-10-17,0.004,0.004,0.004,0.002,5.5,0.004,0.0057,0.002,0.0025,54,,,,,,,,,,
2016-10-18,0.004,0.004,0.004,0.002,5.7,0.004,0.0055,0.002,0.002466666667,54,,,,,,,,,,
2016-10-19,0.004,0.004,0.004,0.002,5.9,0.004,0.005333333333,0.002,0.002433333333,54,,,,,,,,,,
2016-10-20,0.003,0.003,0.003,0.002,5.9,0.003857142857,0.005133333333,0.002,0.0024,54,,,,,,,,,,
2016-10-21,0.003,0.003,0.003,0.002,5.7,0.003714285714,0.004966666667,0.002,0.002366666667,54,,,,,,,,,,
2016-10-22,0.003,0.003,0.003,0.002,5.2,0.003571428571,0.0048,0.002,0.002333333333,54,,,,,,,,,,
2016-10-23,0.004,0.004,0.004,0.002,5,0.003571428571,0.0047,0.002,0.0023,54,,,,,,,,,,
2016-10-24,0.004,0.004,0.004,0.002,5.1,0.003571428571,0.0046,0.002,0.002266666667,54,,,,,,,,,,
2016-10-25,0.004,0.004,0.004,0.002,5,0.003571428571,0.0045,0.002,0.002233333333,54,,,,,,,,,,
2016-10-26,0.004,0.004,0.004,0.002,4.5,0.003571428571,0.004433333333,0.002,0.0022,54,,,,,,,,,,
2016-10-27,0.004,0.004,0.004,0.002,5.1,0.003714285714,0.004366666667,0.002,0.002166666667,54,,,,,,,,,,
2016-10-28,0.004,0.004,0.004,0.002,5.5,0.003857142857,0.0043,0.002,0.002133333333,54,,,,,,,,,,
2016-10-29,0.004,0.004,0.004,0.002,5.5,0.004,0.004233333333,0.002,0.0021,54,,,,,,,,,,
2016-10-30,0.003,0.003,0.003,0.002,5.3,0.003857142857,0.004133333333,0.002,0.002066666667,54,,,,,,,,,,
2016-10-31,0.004,0.004,0.004,0.006,4.9,0.003857142857,0.004066666667,0.002571428571,0.002166666667,54,,,,,,,,,,
2016-11-01,0.006,0.006,0.006,0.008,4.1,0.004142857143,0.0041,0.003428571429,0.002333333333,54,,,,,,,,,,
2016-11-02,0.008,0.008,0.008,0.013,3.5,0.004714285714,0.0042,0.005,0.0027,54,,,,,,,,,,
2016-11-03,0.008,0.008,0.008,0.012,2.7,0.005285714286,0.0043,0.006428571429,0.003033333333,54,,,,,,,,,,
2016-11-04,0.008,0.008,0.008,0.011,1.5,0.005857142857,0.0044,0.007714285714,0.003333333333,54,,,,,,,,,,
2016-11-05,0.009,0.009,0.009,0.01,0.9,0.006571428571,0.004533333333,0.008857142857,0.0036,54,,,,,,,,,,
2016-11-06,0.009,0.009,0.009,0.009,0.1,0.007428571429,0.004666666667,0.009857142857,0.003833333333,54,,,,,,,,,,
2016-11-07,0.009,0.009,0.009,0.008,0,0.008142857143,0.004833333333,0.01014285714,0.004033333333,54,,,,,,,,,,
2016-11-08,0.009,0.009,0.009,0.008,0,0.008571428571,0.005,0.01014285714,0.004233333333,54,,,,,,,,,,
2016-11-09,0.01,0.01,0.01,0.007,0,0.008857142857,0.0052,0.009285714286,0.0044,54,,,,,,,,,,
